contents,author,title,url,date
,,"Fossil Unearths Optimism Despite Falling Sales, Earnings",http://www.foxbusiness.com/markets/2016/08/10/fossil-unearths-optimism-despite-falling-sales-earnings.html,2016-08-10
,,"TransEnterix Inc Q2 Earnings Show Reasons for Optimism, but the Clock Is Ticking",http://www.foxbusiness.com/markets/2016/08/10/transenterix-inc-q2-earnings-show-reasons-for-optimism-but-clock-is-ticking.html,2016-08-10
,,Altria Keeps Earning Its Way to Solid Growth Despite Sluggish Sales,http://www.foxbusiness.com/markets/2016/08/15/altria-keeps-earning-its-way-to-solid-growth-despite-sluggish-sales.html,2016-08-15
,,Why SunPower Corporation's Shares Plunged 31% Today,http://www.foxbusiness.com/markets/2016/08/10/why-sunpower-corporations-shares-plunged-31-today.html,2016-08-10
,,"Will Kinder Morgan, Inc. Raise Its Dividend in 2017?",http://www.foxbusiness.com/markets/2016/08/15/will-kinder-morgan-inc-raise-its-dividend-in-2017.html,2016-08-15
,Robert Gray,Sony PlayStation Offers Unique Vue for Cord Cutters,http://www.foxbusiness.com/features/2015/06/15/sony-playstation-offers-unique-vue-for-cord-cutters-local-programming.html,2015-06-15
,Matthew Rocco,Oracle to Buy Micros Systems in $5.3B Deal,http://www.foxbusiness.com/features/2014/06/23/oracle-to-buy-micros-systems-for-46b.html,2014-06-23
,Steve Tobak,The Most Annoying Aspects of Our Tech-Crazed Culture,http://www.foxbusiness.com/features/2016/01/05/most-annoying-aspects-our-tech-crazed-culture.html,2016-01-05
,,What Happened in the Stock Market Today,http://www.foxbusiness.com/markets/2016/08/16/what-happened-in-stock-market-today.html,2016-08-16
,Matthew Rocco,Report: Oracle Nearing Deal for Micros Systems,http://www.foxbusiness.com/features/2014/06/17/report-oracle-in-talks-to-acquire-micros-systems.html,2014-06-17
,,7 Frequently Asked Annuity Questions,http://www.foxbusiness.com/markets/2016/08/16/7-frequently-asked-annuity-questions.html,2016-08-16
,,Intel Will Open Foundries to ARM,http://www.foxbusiness.com/features/2016/08/17/intel-will-open-foundries-to-arm.html,2016-08-17
,Matthew Rocco,Oracle 4Q Results Trail Street View,http://www.foxbusiness.com/features/2014/06/19/oracle-reports-earnings.html,2014-06-19
,,Are Soda Companies Hazardous to Your Financial Health?,http://www.foxbusiness.com/markets/2016/08/17/are-soda-companies-hazardous-to-your-financial-health.html,2016-08-17
,,1 Big Thing Williams Companies' CEO Wants You to Know,http://www.foxbusiness.com/markets/2016/08/18/1-big-thing-williams-companies-ceo-wants-to-know.html,2016-08-18
,,Foot Locker Posts Same-Store Sales Growth,http://www.foxbusiness.com/markets/2016/08/19/foot-locker-posts-same-store-sales-growth.html,2016-08-19
,,Fitbit Stock Has a Lot Riding on These 2 New Products,http://www.foxbusiness.com/markets/2016/08/21/fitbit-stock-has-lot-riding-on-these-2-new-products.html,2016-08-21
,,Gold Futures Settle Lower For a Second Straight Session,http://www.foxbusiness.com/markets/2016/08/22/gold-futures-settle-lower-for-second-straight-session.html,2016-08-22
,,Student Loan Refinances Are Not Easy To Get,http://www.foxbusiness.com/features/2016/08/22/student-loan-refinances-are-not-easy-to-get.html,2016-08-22
,,Picking Apart the July Retail Sales Report,http://www.foxbusiness.com/markets/2016/08/22/picking-apart-july-retail-sales-report.html,2016-08-22
,,Why I Own GoPro Stock,http://www.foxbusiness.com/markets/2016/08/22/why-own-gopro-stock.html,2016-08-22
,,3 Reasons The Mosaic Company's Stock Could Rise,http://www.foxbusiness.com/markets/2016/08/17/3-reasons-mosaic-companys-stock-could-rise.html,2016-08-17
,,Why Intersil Corp. Stock Soared Today,http://www.foxbusiness.com/markets/2016/08/22/why-intersil-corp-stock-soared-today.html,2016-08-22
,,Wall St Rises with Tech Stocks; One Eye on Fed,http://www.foxbusiness.com/markets/2016/08/23/wall-st-rises-with-tech-stocks-one-eye-on-fed.html,2016-08-23
,Thomas Barrabi,Could Video Gaming Become The Next Olympic Sport?,http://www.foxbusiness.com/features/2016/08/23/could-video-gaming-become-next-olympic-sport.html,2016-08-23
,,These 3 Stocks Are Up Over 700% in the Last 5 Years,http://www.foxbusiness.com/markets/2016/08/23/these-3-stocks-are-up-over-700-in-last-5-years.html,2016-08-23
,Nicole Petallides,Tech Names Top List of World's Most Valuable Brands,http://www.foxbusiness.com/features/2016/08/17/tech-names-top-list-worlds-most-valuable-brands.html,2016-08-17
,,Top Technology Stocks of 2016 So Far,http://www.foxbusiness.com/markets/2016/08/17/top-technology-stocks-2016-so-far.html,2016-08-17
,,"Calumet Specialty Products Partners, L.P. in 4 Charts",http://www.foxbusiness.com/markets/2016/08/18/calumet-specialty-products-partners-l-p-in-4-charts.html,2016-08-18
,,"Gold, Oil Futures Waver On Hawkish Yellen Remarks",http://www.foxbusiness.com/markets/2016/08/26/gold-oil-futures-waver-on-hawkish-yellen-remarks.html,2016-08-26
,,"Dollar Tree's Stock Tumbles After Profit, Sales Miss Expectations",http://www.foxbusiness.com/markets/2016/08/25/dollar-tree-stock-tumbles-after-profit-sales-miss-expectations.html,2016-08-25
,,Pfizer on buying spree with AstraZeneca antibiotics deal,http://www.foxbusiness.com/markets/2016/08/24/pfizer-on-buying-spree-with-astrazeneca-antibiotics-deal.html,2016-08-24
,,"Rumor: Google Fiber Team Looks to Cut Costs, Staff",http://www.foxbusiness.com/features/2016/08/25/rumor-google-fiber-team-looks-to-cut-costs-staff.html,2016-08-25
,,US oil and gas lease sale to be broadcast live on internet,http://www.foxbusiness.com/markets/2016/08/24/us-oil-and-gas-lease-sale-to-be-broadcast-live-on-internet.html,2016-08-24
,Matthew Wisner,Fed's Lockhart on a Sept. Rate Hike: Deserves Serious Discussion,http://www.foxbusiness.com/politics/2016/08/26/feds-lockhart-on-sept-rate-hike-deserves-serious-discussion.html,2016-08-26
,,The Best Advice I Ever Heard From a Career Coach,http://www.foxbusiness.com/features/2016/08/19/best-advice-ever-heard-from-career-coach.html,2016-08-19
,,Ready to Retire? Not Until You Read This!,http://www.foxbusiness.com/markets/2016/08/27/ready-to-retire-not-until-read-this.html,2016-08-27
,,Consumer Spending Rose 0.3% in July,http://www.foxbusiness.com/markets/2016/08/29/consumer-spending-rose-0-3-in-july.html,2016-08-29
,,Williams Companies Is Buying This High-Yield Stock -- Should You?,http://www.foxbusiness.com/markets/2016/08/29/williams-companies-is-buying-this-high-yield-stock-should.html,2016-08-29
,,"In Italy, Zuckerberg Talks Disaster Assistance, His Robot Butler",http://www.foxbusiness.com/features/2016/08/29/in-italy-zuckerberg-talks-disaster-assistance-his-robot-butler.html,2016-08-29
,,Pennsylvania firm launches Zika vaccine trial in Puerto Rico,http://www.foxbusiness.com/markets/2016/08/29/pennsylvania-firm-launches-zika-vaccine-trial-in-puerto-rico.html,2016-08-29
,,2 Tech Stocks I'd Hate to Buy: GoPro Inc and Fitbit Inc,http://www.foxbusiness.com/markets/2016/08/29/2-tech-stocks-id-hate-to-buy-gopro-inc-and-fitbit-inc.html,2016-08-29
,,Judge: Kim Dotcom can livestream legal fight against the US,http://www.foxbusiness.com/markets/2016/08/29/judge-kim-dotcom-can-livestream-legal-fight-against-us.html,2016-08-29
,,Verizon Wireless Now Promises 300Mbps Speeds,http://www.foxbusiness.com/features/2016/08/29/verizon-wireless-now-promises-300mbps-speeds.html,2016-08-29
,,Costco Wholesale Corporation's Worst Business Segment in 2016 So Far,http://www.foxbusiness.com/markets/2016/08/31/costco-wholesale-corporation-worst-business-segment-in-2016-so-far.html,2016-08-31
,,Hewlett Packard Enterprise Co.: Is It Too Late to Get on Board?,http://www.foxbusiness.com/markets/2016/08/31/hewlett-packard-enterprise-co-is-it-too-late-to-get-on-board.html,2016-08-31
,,How Will Audi's Electric Vehicles Stack Up Against Tesla Motors?,http://www.foxbusiness.com/markets/2016/08/31/how-will-audi-electric-vehicles-stack-up-against-tesla-motors.html,2016-08-31
,,Intel Corporation's Kaby Lake Is Quite Impressive,http://www.foxbusiness.com/markets/2016/08/31/intel-corporation-kaby-lake-is-quite-impressive.html,2016-08-31
,,What Are Cloud Services and How Can Investors Get a Share of the Market?,http://www.foxbusiness.com/markets/2016/08/31/what-are-cloud-services-and-how-can-investors-get-share-market.html,2016-08-31
,,What Happened in the Stock Market Today,http://www.foxbusiness.com/markets/2016/08/31/what-happened-in-stock-market-today.html,2016-08-31
,,"Dow, S&P Cap August in the Red",http://www.foxbusiness.com/markets/2016/08/31/dow-s-p-cap-august-in-red.html,2016-08-31
,,Teck Resources Ltd's Best Moves in 2016 So Far,http://www.foxbusiness.com/markets/2016/08/30/teck-resources-ltds-best-moves-in-2016-so-far.html,2016-08-30
,,Disney World Kicks Off Halloween for Theme Parks,http://www.foxbusiness.com/markets/2016/09/02/disney-world-kicks-off-halloween-for-theme-parks.html,2016-09-02
,,"Better Buy: Square, Inc. vs. PayPal",http://www.foxbusiness.com/markets/2016/09/02/better-buy-square-inc-vs-paypal.html,2016-09-02
,,3 Large-Cap Stocks to Buy in September,http://www.foxbusiness.com/markets/2016/09/02/3-large-cap-stocks-to-buy-in-september.html,2016-09-02
,,"Believe It or Not, SpaceX's Falcon 9 Explosion Could Be Terrible for SolarCity",http://www.foxbusiness.com/markets/2016/09/02/believe-it-or-not-spacex-falcon-explosion-could-be-terrible-for-solarcity.html,2016-09-02
,,Wall St Pares Gains After Weaker-Than-Expected Jobs Data,http://www.foxbusiness.com/markets/2016/09/02/wall-st-pares-gains-after-weaker-than-expected-jobs-data.html,2016-09-02
,,Fed's Lacker: U.S. Economy Could Need Much Higher Rates,http://www.foxbusiness.com/markets/2016/09/02/feds-lacker-u-s-economy-could-need-much-higher-rates.html,2016-09-02
,,The Aftermath of LinkedIn's Acquisition,http://www.foxbusiness.com/features/2016/08/29/aftermath-linkedin-acquisition.html,2016-08-29
,,China Stocks End Firmer,http://www.foxbusiness.com/markets/2016/09/06/china-stocks-end-firmer.html,2016-09-06
,,"This Portfolio of 5 Stocks Is Projected to Grow Its EPS by an Average of 1,028% by 2019",http://www.foxbusiness.com/markets/2016/09/01/this-portfolio-5-stocks-is-projected-to-grow-its-eps-by-average-1028-by-2019.html,2016-09-01
,,Volkswagen Truck & Bus buying stake in Navistar for $256M,http://www.foxbusiness.com/markets/2016/09/06/volkswagen-truck-bus-buying-stake-in-navistar-for-256m.html,2016-09-06
,,Why Scientific Games Corp's Shares Dropped 23% in August,http://www.foxbusiness.com/markets/2016/09/06/why-scientific-games-corp-shares-dropped-23-in-august.html,2016-09-06
,,Johnson Controls completes merger with Tyco,http://www.foxbusiness.com/markets/2016/09/06/johnson-controls-completes-merger-with-tyco.html,2016-09-06
,,Dominion subsidiaries lock out union workers in 6 states,http://www.foxbusiness.com/markets/2016/09/07/dominion-subsidiaries-lock-out-union-workers-in-6-states.html,2016-09-07
,,Here are the 4% Retirement Rule's Major Flaws,http://www.foxbusiness.com/markets/2016/09/06/here-are-4-retirement-rules-major-flaws.html,2016-09-06
,Matthew Rocco,"Mars Scores Sweet Deal With NASCAR, Extends Sponsorship",http://www.foxbusiness.com/features/2016/09/06/mars-scores-sweet-deal-with-nascar-extends-sponsorship.html,2016-09-06
,,Why Did Wall Street Beat Up Shares of Plug Power in August?,http://www.foxbusiness.com/markets/2016/09/06/why-did-wall-street-beat-up-shares-plug-power-in-august.html,2016-09-06
,,British inflation surprisingly holds steady in August,http://www.foxbusiness.com/markets/2016/09/13/british-inflation-surprisingly-holds-steady-in-august.html,2016-09-13
,,"Pimco says Bill Gross leaked bonus data, shows bad faith",http://www.foxbusiness.com/markets/2016/09/14/pimco-says-bill-gross-leaked-bonus-data-shows-bad-faith.html,2016-09-14
,,"DIVIDED AMERICA: Losing out to China, workers embrace Trump",http://www.foxbusiness.com/markets/2016/09/14/divided-america-losing-out-to-china-workers-embrace-trump.html,2016-09-14
,,Ford expects lower profit in 2017,http://www.foxbusiness.com/markets/2016/09/14/ford-expects-lower-profit-in-2017.html,2016-09-14
,,"Boeing CEO sees 'flattish' sales, profit rise in 2017",http://www.foxbusiness.com/features/2016/09/14/boeing-ceo-sees-flattish-sales-profit-rise-in-2017.html,2016-09-14
,,What Happened in the Stock Market Today,http://www.foxbusiness.com/markets/2016/09/14/what-happened-in-stock-market-today.html,2016-09-14
,,Wall Street Fear Level Jumps To Highest Since Brexit Vote,http://www.foxbusiness.com/markets/2016/09/12/wall-street-fear-level-jumps-to-highest-since-brexit-vote.html,2016-09-12
,,Why CoLucid Pharmaceuticals Inc. Soared As Much As 18% on Thursday,http://www.foxbusiness.com/markets/2016/09/15/why-colucid-pharmaceuticals-inc-soared-as-much-as-18-on-thursday.html,2016-09-15
,,"Tim Cook: VR, Augmented Reality 'Incredibly Interesting'",http://www.foxbusiness.com/features/2016/09/14/tim-cook-vr-augmented-reality-incredibly-interesting.html,2016-09-14
,,"Why Cirrus Logic, bluebird bio, and GoPro Jumped Today",http://www.foxbusiness.com/markets/2016/09/15/why-cirrus-logic-bluebird-bio-and-gopro-jumped-today.html,2016-09-15
,,"Why Apogee Enterprises, Ferrellgas Partners, and Sarepta Therapeutics Slumped Today",http://www.foxbusiness.com/markets/2016/09/15/why-apogee-enterprises-ferrellgas-partners-and-sarepta-therapeutics-slumped.html,2016-09-15
,,Washington state to increase testing pot for pesticides,http://www.foxbusiness.com/markets/2016/09/16/washington-state-to-increase-testing-pot-for-pesticides.html,2016-09-16
,,Economists say Trump's economic plan is an impossible blend,http://www.foxbusiness.com/markets/2016/09/16/economists-say-trump-economic-plan-is-impossible-blend.html,2016-09-16
,,Trump lawyer says Trump missed foundation payment mistake,http://www.foxbusiness.com/markets/2016/09/16/trump-lawyer-says-trump-missed-foundation-payment-mistake.html,2016-09-16
,,WebMD Announces New CEO And More Than Doubles Stock Buyback Program,http://www.foxbusiness.com/markets/2016/09/19/webmd-announces-new-ceo-and-more-than-doubles-stock-buyback-program.html,2016-09-19
,,Fox News Poll: Clinton and Trump in a One-Point Race Among Likely Voters,http://www.foxbusiness.com/politics/2016/09/15/fox-news-poll-clinton-and-trump-in-one-point-race-among-likely-voters.html,2016-09-15
,,Is Uber's Self-Driving Pilot Program a Sign That Its IPO Is Finally Coming?,http://www.foxbusiness.com/markets/2016/09/15/is-uber-self-driving-pilot-program-sign-that-its-ipo-is-finally-coming.html,2016-09-15
,,3 Stocks to Capitalize on Millennial Tastes,http://www.foxbusiness.com/markets/2016/09/20/3-stocks-to-capitalize-on-millennial-tastes.html,2016-09-20
,,"Suriname slides into economic abyss, in shadow of Venezuela",http://www.foxbusiness.com/markets/2016/09/21/suriname-slides-into-economic-abyss-in-shadow-venezuela.html,2016-09-21
,,"Kohl's To Add More Than 69,000 Seasonal Workers, The Same As Last Year",http://www.foxbusiness.com/markets/2016/09/19/kohl-to-add-more-than-6000-seasonal-workers-same-as-last-year.html,2016-09-19
,,Donald Trump Jr. likens Syrian refugees to poisoned Skittles,http://www.foxbusiness.com/features/2016/09/20/donald-trump-jr-likens-syrian-refugees-to-poisoned-skittles.html,2016-09-20
,,"Apple, Inc. Just Helped Resurrect the Music Industry. Again.",http://www.foxbusiness.com/markets/2016/09/20/apple-inc-just-helped-resurrect-music-industry-again.html,2016-09-20
,Julia Limitone,'N Sync's Joey Fatone Dishes on Hot Dog Business,http://www.foxbusiness.com/features/2016/09/22/n-syncs-joey-fatone-dishes-on-hot-dog-business.html,2016-09-22
,,CarMax Keeps Facing Sales Challenges,http://www.foxbusiness.com/markets/2016/09/21/carmax-keeps-facing-sales-challenges.html,2016-09-21
,,Wal-Mart silenced Mexican bribe inquiry-NY Times,http://www.foxbusiness.com/features/2012/04/21/wal-mart-silenced-mexican-bribe-inquiry-ny-times.html,2012-04-21
,,FDRR: A Timely New Dividend ETF,http://www.foxbusiness.com/markets/2016/09/22/fdrr-timely-new-dividend-etf.html,2016-09-21
,,Fed's Fischer: Having Ultralow Rates 'Really Bothers Me',http://www.foxbusiness.com/politics/2016/09/27/feds-fischer-having-ultralow-rates-really-bothers-me.html,2016-09-27
,,Another Drag on Staples ETFs,http://www.foxbusiness.com/markets/2016/09/22/another-drag-on-staples-etfs.html,2016-09-21
,,"Apple, Inc. Could Have 3 New iPads Up Its Sleeve",http://www.foxbusiness.com/markets/2016/10/03/apple-inc-could-have-3-new-ipads-up-its-sleeve.html,2016-10-03
,,How to Pick a Good Bank,http://www.foxbusiness.com/markets/2016/10/03/how-to-pick-good-bank.html,2016-10-03
,,TASER Goes Down Under for a Big Sale,http://www.foxbusiness.com/markets/2016/10/03/taser-goes-down-under-for-big-sale.html,2016-10-03
,,"Ford Canada gains, Fiat Chrysler drops on pickup sales",http://www.foxbusiness.com/features/2016/10/03/ford-canada-gains-fiat-chrysler-drops-on-pickup-sales.html,2016-10-03
,,"When You Receive a Job Offer, Always Get Bonus Expectations in Writing",http://www.foxbusiness.com/features/2016/09/29/when-receive-job-offer-always-get-bonus-expectations-in-writing.html,2016-09-29
,,Why H&M Stock's Growth Days May Be Coming to an End,http://www.foxbusiness.com/markets/2016/10/04/why-hm-stock-growth-days-may-be-coming-to-end.html,2016-10-04
,,Clinton vs. Trump: Which Candidate Would Be Better for the Economy?,http://www.foxbusiness.com/markets/2016/10/04/clinton-vs-trump-which-candidate-would-be-better-for-economy.html,2016-10-04
,,What Clinton and Trump Would Do to Medicare,http://www.foxbusiness.com/markets/2016/10/04/what-clinton-and-trump-would-do-to-medicare.html,2016-10-04
,,Why Shares of Endurance Specialty Holdings Are Surging Today,http://www.foxbusiness.com/markets/2016/10/04/why-shares-endurance-specialty-holdings-are-surging-today.html,2016-10-04
,,Emerging Market Bond ETFs Attract Record Inflows,http://www.foxbusiness.com/markets/2016/10/04/emerging-market-bond-etfs-attract-record-inflows.html,2016-10-04
,,Taking Custom Fashion to a New Level,http://www.foxbusiness.com/features/2016/10/05/taking-custom-fashion-to-new-level.html,2016-10-05
,Suzanne O'Halloran,The Real Election Winner Is...,http://www.foxbusiness.com/politics/2016/09/28/real-election-winner-is.html,2016-09-28
,,Why Jones Energy Inc's Shares Popped As Much As 17% Today,http://www.foxbusiness.com/markets/2016/10/05/why-jones-energy-inc-shares-popped-as-much-as-17-today.html,2016-10-05
,,Extracting data from recorders in train crash may take days,http://www.foxbusiness.com/markets/2016/10/05/extracting-data-from-recorders-in-train-crash-may-take-days.html,2016-10-05
,,Why Shares of Gap Inc. Surged Today,http://www.foxbusiness.com/markets/2016/10/07/why-shares-gap-inc-surged-today.html,2016-10-07
,,Feds weigh mineral mining ban on 10M acres to protect bird,http://www.foxbusiness.com/markets/2016/10/05/feds-weigh-mineral-mining-ban-on-10m-acres-to-protect-bird.html,2016-10-05
,,"Despite recall, Samsung tips higher-than-expected profit",http://www.foxbusiness.com/features/2016/10/06/despite-recall-samsung-tips-higher-than-expected-profit.html,2016-10-06
,,"At a glance: Worst recovery rates in US states, territories",http://www.foxbusiness.com/markets/2016/10/09/at-glance-worst-recovery-rates-in-us-states-territories.html,2016-10-09
,,"Gold ETFs Drop to 4-Month Low, Test Long-Term Support",http://www.foxbusiness.com/markets/2016/10/06/gold-etfs-drop-to-4-month-low-test-long-term-support.html,2016-10-06
,,"Storm wipes out Florida sand crucial for protection, tourism",http://www.foxbusiness.com/markets/2016/10/09/storm-wipes-out-florida-sand-crucial-for-protection-tourism.html,2016-10-09
,,Barge parking lot? Hudson River plan draws ire of residents,http://www.foxbusiness.com/markets/2016/10/09/barge-parking-lot-hudson-river-plan-draws-ire-residents.html,2016-10-09
,,"Asia investors, traders bet on Clinton win after bruising election debate",http://www.foxbusiness.com/markets/2016/10/10/asia-investors-traders-bet-on-clinton-win-after-bruising-election-debate.html,2016-10-10
,,German exports post biggest rise in more than six years,http://www.foxbusiness.com/politics/2016/10/10/german-exports-post-biggest-rise-in-more-than-six-years.html,2016-10-10
,,Duke Energy To Sell Brazilian Business To China Three Gorges In $1.2 Billion Deal,http://www.foxbusiness.com/markets/2016/10/10/duke-energy-to-sell-brazilian-business-to-china-three-gorges-in-12-billion-deal.html,2016-10-10
,,Social Security: 2 Great Reasons to File for Benefits at 62,http://www.foxbusiness.com/markets/2016/10/10/social-security-2-great-reasons-to-file-for-benefits-at-62.html,2016-10-10
,,Trump Attacks Hillary With Jail Threat,http://www.foxbusiness.com/politics/2016/10/09/trump-attacks-hillary-with-jail-threat.html,2016-10-09
,,HHGregg To Close Thanksgiving Day,http://www.foxbusiness.com/markets/2016/10/11/hhgregg-to-close-thanksgiving-day.html,2016-10-11
,,Illumina Stock Craters 26% After Preliminary Warning Of Revenue Miss,http://www.foxbusiness.com/markets/2016/10/11/illumina-stock-craters-26-after-preliminary-warning-revenue-miss.html,2016-10-11
,Julia Limitone,Gov. Granholm: Russians Aim to Rig Elections With Leaks,http://www.foxbusiness.com/politics/2016/10/11/gov-granholm-russians-aim-to-rig-elections-with-leaks.html,2016-10-11
,,Hot Lithium ETF Could Cool Off,http://www.foxbusiness.com/markets/2016/10/11/hot-lithium-etf-could-cool-off.html,2016-10-11
,,Is Rockwell Automation Stock Still a Good Value?,http://www.foxbusiness.com/markets/2016/10/11/is-rockwell-automation-stock-still-good-value.html,2016-10-11
,,"Tesla, SolarCity shareholders vote November 17 on merger",http://www.foxbusiness.com/markets/2016/10/12/tesla-solarcity-shareholders-vote-november-17-on-merger.html,2016-10-12
,,3 Biotechs Most Likely to Be Acquired,http://www.foxbusiness.com/markets/2016/10/11/3-biotechs-most-likely-to-be-acquired.html,2016-10-11
,,Elliott says view on Samsung not diminished despite Note 7 issues,http://www.foxbusiness.com/markets/2016/10/12/elliott-says-view-on-samsung-not-diminished-despite-note-7-issues.html,2016-10-12
,,"Open Spaces and Ambition: An Interview With Zoho CEO, Sridhar Vembu",http://www.foxbusiness.com/features/2016/10/12/open-spaces-and-ambition-interview-with-zoho-ceo-sridhar-vembu.html,2016-10-12
,,Film firm fined over Harrison Ford 'Star Wars' set accident,http://www.foxbusiness.com/markets/2016/10/12/film-firm-fined-over-harrison-ford-star-wars-set-accident.html,2016-10-12
,,Verizon to Close Call Centers in 5 States,http://www.foxbusiness.com/politics/2016/10/13/verizon-to-close-call-centers-in-5-states.html,2016-10-13
,,Ulta Salon's Stock Surges After Raised Profit And Sales Outlook,http://www.foxbusiness.com/markets/2016/10/13/ulta-salon-stock-surges-after-raised-profit-and-sales-outlook.html,2016-10-13
,,"Wells Fargo CEO John Stumpf quits, replaced by Tim Sloan",http://www.foxbusiness.com/politics/2016/10/12/wells-fargo-ceo-john-stumpf-quits-replaced-by-tim-sloan.html,2016-10-12
,,Investors Are Betting Big Against Bitauto Hldg Ltd (ADR). Are They Wrong?,http://www.foxbusiness.com/markets/2016/10/13/investors-are-betting-big-against-bitauto-hldg-ltd-adr-are-wrong.html,2016-10-13
,,Apple Inc.'s iPhone Business: 3 Things Investors Need to Know,http://www.foxbusiness.com/markets/2016/10/13/apple-inc-iphone-business-3-things-investors-need-to-know.html,2016-10-13
,,5 Warren Buffett Tax Facts We Just Learned,http://www.foxbusiness.com/markets/2016/10/13/5-warren-buffett-tax-facts-just-learned.html,2016-10-13
,,Better Buy: J.C. Penney vs. Amazon.com,http://www.foxbusiness.com/markets/2016/10/11/better-buy-j-c-penney-vs-amazon-com.html,2016-10-11
,,"Best Buy's Stock Slips After Government Data Shows Drop In Electronics, Appliance Store Sales",http://www.foxbusiness.com/markets/2016/10/14/best-buy-stock-slips-after-government-data-shows-drop-in-electronics-appliance.html,2016-10-14
,,"Dollar Rises After Retail Sales, PPI",http://www.foxbusiness.com/markets/2016/10/14/dollar-rises-after-retail-sales-ppi.html,2016-10-14
,Thomas Barrabi,Will Wells Fargo Sports Stadium Deal Survive The Scandal?,http://www.foxbusiness.com/features/2016/10/14/will-wells-fargo-sports-stadium-deal-survive-scandal.html,2016-10-14
,,U.S. bans Samsung Galaxy Note7 smartphones from air travel,http://www.foxbusiness.com/politics/2016/10/14/us-bans-samsung-galaxy-note7-smartphones-from-air-travel.html,2016-10-14
,Matthew Morrow,Don’t Get Too Stoked on Cuban Smokes,http://www.foxbusiness.com/features/2015/10/12/dont-get-too-stoked-on-cuban-smokes.html,2015-10-12
,,Lawmakers to feds: Give $10M to NJ Transit for train safety,http://www.foxbusiness.com/markets/2016/10/14/lawmakers-to-feds-give-10m-to-nj-transit-for-train-safety.html,2016-10-14
,,Taiwan Semiconductor Mfg. Co. Ltd. May Have Just Confirmed Apple Inc. A12 Win,http://www.foxbusiness.com/markets/2016/10/14/taiwan-semiconductor-mfg-co-ltd-may-have-just-confirmed-apple-inc-a12-win.html,2016-10-14
,,The Latest: Fire Dept.: Sulfur dioxide emitted from refinery,http://www.foxbusiness.com/markets/2016/10/14/latest-fire-dept-sulfur-dioxide-emitted-from-refinery.html,2016-10-14
,,Shelia Bair: Banks Use of Cross Selling Not Necessarily Bad Tactic,http://www.foxbusiness.com/markets/2016/10/17/shelia-bair-banks-use-cross-selling-not-necessarily-bad-tactic.html,2016-10-17
,,6 Pieces of Advice Entrepreneurs Wish They Could Tell Their Former Selves,http://www.foxbusiness.com/features/2016/10/12/6-pieces-advice-entrepreneurs-wish-could-tell-their-former-selves.html,2016-10-12
,,Are Australian Banks a Good Investment?,http://www.foxbusiness.com/markets/2016/10/17/are-australian-banks-good-investment.html,2016-10-17
,Julia Limitone,Martha Stewart and Snoop Dogg Drop It Like It's Hot...In the Kitchen,http://www.foxbusiness.com/features/2016/10/18/martha-and-snoop-dogg-drop-it-like-its-hot-in-kitchen.html,2016-10-18
